timestamp,camera_fps,camera_std,detection_fps,detection_std
1733900389.3711777,29.99624906107332,0.002704564539346388,2.4287090355151237,0.001553532836111554
1733900394.371334,30.028627116790794,0.0028179602409183695,1.649900969846449,0.3736111489013266
1733900399.371172,30.02404361090458,0.0026082010936694026,1.4786025607132356,0.5288525021583506
1733900404.371197,30.035288830527378,0.0025825556019217003,1.227314398245483,1.079686075330277
1733900409.371286,29.992147680863038,0.002442439501385034,1.2529754176186958,1.0304860567357519
1733900414.371212,30.046853386706726,0.0027486322801952763,1.1773680114166738,1.1689005157154295
1733900419.3712754,30.021041532582647,0.002303479466436031,1.370631935584436,1.0069214756523177
1733900424.3711154,30.0181333669538,0.0021952561949571204,1.4021350559465378,0.9310391903374653
1733900429.371138,29.984768888220692,0.002895132956422765,1.3518354101520278,0.925315529186464
1733900434.371138,30.00199244466371,0.00314178925578416,1.4213368893788743,0.8612474076298534
1733900439.3712707,29.96841508362821,0.002771973319090876,1.3616280006038997,0.9119968574729611
1733900444.371295,30.006282994918816,0.0022949796033253445,1.4534296298789897,0.8492520369563461
1733900449.3715477,29.990590186909206,0.0030628476437067078,1.473033952395071,0.8353389964657929
1733900454.37128,29.9975470901405,0.002778766379022193,1.3019159589058733,1.1722964135919818
1733900459.3711944,30.022003087399167,0.0029832787695354716,1.3158892782447305,1.1303787706480874
1733900464.3712206,29.999564784034916,0.0026175900739436966,1.345288177649974,1.0961831040744656
1733900469.3712492,30.01765379077649,0.0027293769841778264,1.3605026158844409,1.0890698618891128
1733900474.3711874,30.01142503281672,0.0031134745546295053,1.3375958084473796,1.0894027791163452
1733900479.3712683,30.000756889712154,0.002753682274809378,1.3235294716693453,1.087517819002609
1733900484.3713605,30.011121362895285,0.0025223366203217996,1.394692901112314,1.0027961790533586
